id,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25
107446,0.018074,0.571281,1.068926,0.562363,0.854140,-0.123812,0.468273,0.594318,-0.366648,-1.378089,-0.054071,-1.042752,0.288910,0.495701,-0.039621,-0.033924,1.099180,-0.289415,-0.270697,0.961296,-0.076629,-1.338277,-0.083777,0.105765,-1.524479
107447,0.362453,-1.656106,0.321767,0.917389,-1.094345,1.352840,0.754256,-0.902409,0.212355,-0.728533,0.607405,0.228713,1.061836,0.161747,1.843659,-2.584795,-0.658298,0.433261,-1.262259,1.374395,0.046421,0.149066,-0.051274,-0.784860,-1.286192
107448,0.936130,0.598477,-1.266754,-1.035580,-1.868680,0.072960,0.957476,-0.978711,-1.498330,-1.150672,1.327233,-0.484616,0.152540,0.179814,-0.619421,0.411276,-0.246353,-0.371132,-0.306488,0.699494,0.462832,-1.201145,-1.061285,0.485376,1.040409
107449,0.535204,0.246739,1.513748,1.103193,-1.349854,0.667566,1.865175,-0.971031,0.440033,-0.706033,0.661362,0.069920,-0.589374,-0.631894,0.227420,-0.290716,-0.247893,1.486305,0.092001,0.510802,2.259636,0.208866,-0.364779,-0.394312,0.214253
107450,0.681067,-0.177917,-1.369067,-0.840677,-0.680447,1.776586,1.512617,-0.601597,-1.379825,0.368204,2.137668,1.897269,-1.666959,-0.836689,-1.311359,1.113027,-0.605705,0.837249,0.386810,0.575897,-1.147510,0.560176,1.429427,-1.120645,-0.408474
107451,-0.421053,-0.399022,1.230314,0.613009,-1.080046,-0.329416,0.359722,-1.054085,0.760018,0.406426,1.286917,-0.624556,1.516084,-0.043944,0.063790,1.596975,-1.008614,0.139021,0.483518,-0.362251,-3.021018,-0.678060,-0.309693,0.810450,-0.789329
107452,0.258970,-0.830126,-0.513106,-0.733744,-0.149145,0.576501,-0.163274,0.051462,-0.260769,0.765924,1.270005,0.081063,-0.817887,-0.940802,0.621597,0.939529,-0.098612,0.633047,-0.323438,0.708670,0.001513,-0.300194,-0.003794,0.938454,-0.216869
107453,2.623409,-2.966119,-0.992124,0.797278,2.810223,2.902890,-1.026856,0.229683,-1.502129,0.276466,0.808661,-0.907822,0.388425,-0.104376,-1.597181,-2.351357,0.419913,-0.953753,-0.007187,-1.168376,-0.836997,-0.266877,-1.569556,0.038050,0.368824
107454,1.883379,1.523091,2.233787,-0.334603,0.823488,0.472924,-1.293371,0.703754,0.845790,-0.061539,0.390791,-1.098547,0.138155,0.293273,-0.036983,1.788728,-1.478797,-0.032111,0.587539,0.256327,-0.063542,-1.077514,0.838133,0.118188,-1.009043
107455,1.192003,0.385876,1.566761,-1.034543,1.243207,0.801184,-1.599991,0.993305,-0.296964,2.674725,-0.536342,-0.375016,0.898157,0.671994,-2.867841,0.000142,-0.017142,-0.810539,1.423095,0.615074,0.236068,0.359443,0.192754,0.385698,0.708264
107456,1.453069,-0.618960,-0.540324,0.363257,1.304194,0.825615,-0.149600,0.757344,-0.021122,0.060557,0.771555,-0.369232,0.130053,0.636875,0.235941,0.380779,0.359446,0.255496,-1.532266,0.409483,0.686897,-2.103930,0.051658,2.061202,2.366182
107457,-1.398646,1.951160,-0.325661,0.151752,-0.482436,-1.239763,-0.402524,-0.320986,-1.012076,-0.092154,0.891397,-0.058985,0.181357,-0.522197,0.359203,-0.302567,0.872320,1.360748,1.897531,0.411954,0.996896,0.340580,0.078134,1.508959,0.495996
107458,1.096220,-0.414193,0.364790,-0.606411,0.612514,0.474309,-0.396927,0.765494,-0.447378,-0.417415,0.546966,-0.878369,1.030751,-0.529118,0.712703,0.656030,2.074316,0.462410,0.276513,-1.111287,-1.557237,0.622733,0.430355,-0.321163,-0.013496
107459,-1.612053,-0.485974,0.576879,-0.265744,1.204166,-1.145581,-0.171985,0.935043,-2.622240,-1.642696,-0.021799,0.304594,0.054171,-0.350618,0.432561,1.127011,0.362002,0.266546,0.230774,-0.590688,1.154716,0.258402,0.186939,0.148271,-0.494576
107460,-2.194073,0.583389,-0.789633,-0.234065,1.974838,-1.333480,0.990594,1.060886,0.228935,-0.631957,-1.128901,-0.510837,-1.402168,-1.684866,1.685922,0.131200,-1.341225,-0.051834,0.623517,-0.220216,-1.364522,-0.003759,-0.561590,-0.915391,0.213347
107461,1.027374,1.148079,0.082923,-0.106866,0.117317,0.763091,-0.327832,0.349732,0.541637,-1.035258,0.327173,-0.416338,0.771311,-0.779734,-1.339209,-1.707599,0.774123,0.331823,-0.315776,0.662740,0.216186,2.124091,-0.174672,0.059087,-0.369270
107462,-1.535134,0.034945,0.512169,-0.176697,-0.426779,-0.949971,-0.106769,-0.705506,0.113293,0.132783,-0.301449,0.545346,-0.346911,1.108567,-0.097840,-0.699879,-1.954472,1.068443,1.255285,1.642448,1.076993,-0.162658,0.244459,0.157717,-0.933596
107463,0.476611,-2.004849,0.049273,-0.468669,-0.560423,0.777062,0.535837,-0.779363,0.325459,1.183098,-1.729008,-1.382432,-0.951260,-1.280075,-0.508588,-0.997837,0.384920,-0.719609,-1.382542,0.926325,0.727255,0.147706,1.068904,-2.264365,-0.476877
107464,-0.333065,-0.514176,-2.381786,-0.718218,0.042881,-0.502407,1.698547,-0.058820,-0.755543,0.159901,0.268092,-0.432365,2.057370,-0.406715,0.447758,-0.606805,-0.701306,0.216593,0.418406,0.584877,0.717415,0.588418,0.624981,0.058462,1.248586
107465,0.837961,0.284549,-0.871329,-0.423977,1.376848,0.203591,0.206694,1.023415,-1.366557,-0.495643,-0.200095,0.839916,0.041406,0.747159,-0.684670,-0.018453,-1.217751,-1.714329,0.711017,-0.653497,0.936252,-0.752446,-0.101207,1.026650,-1.477360
107466,-0.436190,-0.468790,-0.439345,1.712401,-0.802351,-0.158362,-1.002993,-0.806157,0.906900,0.558650,-0.338377,-0.622267,-1.499407,-0.125332,-0.684078,0.746772,0.936667,1.190132,-1.959710,0.720318,-0.182088,-0.027857,-1.810615,0.692283,0.970618
107467,-1.762858,1.361577,0.648028,-0.694636,-0.594838,-1.729990,-0.601588,-0.402726,-0.507484,-0.334624,-2.397910,-1.109855,-0.018726,1.292933,-0.397963,-0.242761,-1.608154,0.460305,-0.454533,-0.609048,-0.568980,-0.088904,-0.254394,-0.422790,-1.389799
107468,2.337672,0.279030,-2.030344,1.068330,-0.604670,1.237362,-1.594969,-0.578997,1.235552,0.161942,0.283657,-0.489461,0.203775,0.306497,0.385535,0.818553,-0.404665,0.408269,-1.331672,0.295231,-0.415240,-0.415531,-0.828557,0.882372,-1.959087
107469,-1.457674,0.014520,-0.352140,0.756187,-1.318772,-1.187428,-0.372480,-0.768661,0.846444,1.509874,-0.887389,0.198582,0.978866,0.036373,-0.346629,-0.673913,-0.835497,-1.603018,0.507188,-0.686871,0.754844,0.674873,-0.108561,-1.002675,-1.791715
107470,-1.778488,0.863465,1.547125,1.269113,-0.430723,-1.095023,1.918550,-0.106549,-1.575719,1.394515,-0.834596,0.777941,0.190508,0.295348,1.172952,-0.210186,-0.381459,-0.322307,0.594458,-1.478505,0.153371,0.352082,-1.583144,0.581307,-0.177751
107471,-0.067100,0.732287,0.376839,-0.154875,1.512454,-0.421728,-0.199067,1.189626,-0.372325,0.913551,0.747075,-1.314839,1.641793,0.295846,-0.026523,0.059905,0.705305,-1.030786,0.582217,-0.652408,0.051711,1.526124,-0.764978,-1.746974,-0.623909
107472,-1.549813,0.883159,-0.700632,-0.834312,-1.280935,-2.236049,1.273483,-0.992531,0.648276,-1.095333,-0.034875,1.075899,-0.072714,-1.071214,0.583135,-0.652312,1.920877,-0.470512,0.206569,2.767495,-0.639686,-1.827244,-0.553288,0.928055,-0.025146
107473,1.007331,0.850709,-0.043893,-2.783280,-1.475040,0.491799,0.060187,-0.867262,-1.389379,-0.059632,0.613465,-1.350747,1.618659,-0.432213,-0.112445,-0.232068,0.225341,1.923017,-1.169692,1.755124,1.046582,0.591337,-0.735061,-0.315610,0.093774
107474,0.808200,-1.136349,-1.368050,-0.055400,-1.270453,0.690618,0.202438,-0.804923,-0.931538,0.452766,0.952637,0.619789,1.008192,1.861800,0.226626,-0.470413,0.192918,-0.110081,1.323347,-0.639412,-0.739967,-1.610283,1.827556,1.038006,-0.827773
107475,-0.050321,-1.138942,0.016452,0.151159,-0.051238,0.505239,0.295952,0.043971,0.215176,-0.718829,0.715426,2.576933,-1.839918,2.309093,1.207034,0.412534,-0.449195,0.598677,0.635581,0.096914,0.768441,0.960261,1.000429,-0.505274,-0.228178
107476,0.344039,-0.225412,-0.957450,1.020902,-0.972873,-0.332619,-1.201628,-0.856521,-1.188931,-3.869431,-0.904232,-0.630758,1.951585,0.790499,-0.294533,0.807715,-2.038706,1.308084,-1.594786,-0.778261,0.296801,1.154019,-1.974120,0.504632,1.116913
107477,-0.295316,-0.968919,1.411202,0.281036,0.212641,-0.089794,0.181569,0.430786,0.333305,0.695324,0.912131,1.177197,-0.137849,-0.430707,0.842606,0.176398,-0.709739,0.598342,-0.362952,0.129961,0.630327,0.902568,-1.390100,0.263251,0.536532
107478,0.907023,1.193336,-1.630347,-1.582822,1.370818,0.180390,2.626322,0.872828,1.099286,-0.636410,0.142751,0.035952,-1.031100,-0.647939,-1.091042,0.620590,-0.083351,-0.929795,-0.808406,-0.292292,-0.993632,0.054526,-1.635156,-0.114538,-0.064180
107479,-0.184453,-0.473651,-1.513534,-0.058013,2.218419,-0.058731,-0.232710,0.655635,0.525311,1.021356,0.251480,0.586873,-0.036599,-0.403294,0.514399,1.112154,0.408754,-0.603536,-0.565437,1.159168,1.277982,1.007990,1.904054,0.564063,1.583323
107480,1.859532,0.140876,-1.359324,-1.196490,-0.990197,1.427289,1.111433,-0.987600,-0.410792,0.228094,0.200052,-0.907798,-0.914147,-0.017903,-0.850883,-0.530078,-1.329798,-0.307674,-0.640838,0.019895,-0.198039,0.726405,1.125641,0.184468,0.395287
107481,1.297801,-1.867452,-2.642710,-2.563857,0.519601,0.792839,6.682541,0.410864,-0.625723,-0.290324,-1.029380,-0.948764,-1.708802,0.129906,-0.380849,-2.084940,-1.419237,0.348506,0.910712,-0.643364,-0.488086,0.072683,0.512435,0.095536,-1.655061
107482,-0.384127,-0.194879,0.237073,1.714042,0.133770,0.086870,0.690836,0.199336,0.601339,0.517450,-1.082435,0.094002,0.335993,1.736929,0.360965,-0.727913,-0.300331,-0.199492,0.084630,-0.850029,-0.755768,0.207009,1.143112,1.145883,0.943700
107483,0.943509,-1.460240,-2.665136,-0.982043,-1.233768,0.787551,3.103139,-1.143285,-1.051123,0.401816,-0.107904,-1.028663,0.344993,-0.158441,1.026603,-0.342810,-0.972752,-0.147805,-0.312280,1.148282,0.069504,-1.421073,-1.310196,1.643302,-0.918372
107484,-1.318668,0.270974,-1.103934,-0.355039,0.711879,-0.971683,0.137369,0.574559,0.812229,0.201262,-0.216821,0.085709,-0.681780,0.637788,-0.734566,0.841345,-0.375166,0.223619,0.366539,2.266550,1.153797,0.478845,-0.288492,0.352683,-0.094991
107485,-1.951585,-0.490327,0.620525,0.682973,-0.842577,-1.142448,0.700460,-1.100537,0.962984,1.152048,0.046657,0.699589,-1.719265,-0.274787,0.254234,-0.576437,-1.689868,-0.094357,0.243675,-0.115359,-0.227472,1.468516,0.902455,0.465311,-0.915627
107486,-0.445085,0.941034,0.755429,0.214224,1.281136,-0.095309,0.368172,1.115793,0.646059,0.358750,0.804676,-2.060379,1.710938,-0.189692,-1.441704,-0.318512,0.930435,0.115131,-0.527689,0.750833,-0.227521,0.085936,1.871954,0.553263,0.707003
107487,-0.965446,-0.509817,-0.938842,-0.890974,2.097708,-0.432988,1.058674,0.747608,-0.670418,1.451603,-0.923275,-1.614298,-1.476054,-0.343863,-0.523262,0.179076,-0.763066,0.134284,-0.301445,-0.238632,-0.523332,0.176931,-0.231228,-0.146744,0.627799
107488,-0.056923,0.682629,-0.356004,-0.166893,-0.478323,-0.661856,-0.618883,-0.453147,-1.058718,-0.609365,-0.725228,1.736761,1.708657,-0.599106,0.051927,-1.339183,0.127862,1.239726,2.509855,-0.199326,-1.581747,2.210498,-0.690092,0.340229,2.865897
107489,0.946898,0.308167,-0.432564,-0.735806,-0.237102,-0.544470,-0.301264,-0.131431,1.951220,-1.202730,0.607855,-0.792230,-0.812495,-0.266291,-0.672457,0.881600,0.792237,-0.465473,-1.233032,-0.100928,1.361449,-0.264026,0.492249,1.926824,-0.121687
107490,0.229917,1.227050,2.826866,-0.674438,0.494854,-0.312037,-1.525412,0.081032,1.063274,1.132088,1.083207,-0.884685,0.155084,-1.160237,1.173192,-1.493664,0.430571,0.064962,0.440253,-0.660999,-1.105154,-1.402864,1.001866,-0.570457,0.715731
107491,0.404674,-0.067183,0.003611,1.828160,0.690483,0.313857,-0.002055,0.565254,0.745883,-0.363216,-0.195589,-1.206568,0.591814,0.376765,-0.481567,-0.227397,0.338505,0.300867,0.535935,0.596042,-0.852940,-1.061752,0.880654,-2.763471,-1.409857
107492,-0.391314,0.708933,1.720289,0.955353,0.129615,-0.695275,2.065478,0.425662,-0.129687,-0.949121,0.240522,1.061519,-0.569533,1.559718,-0.486242,-1.516342,-0.729706,0.079180,-0.088450,-0.894656,0.535219,0.373221,0.414394,-0.445683,0.171714
107493,0.366674,2.332966,0.171761,-0.255327,-0.460325,-0.530264,0.017087,-0.854724,-0.516299,0.645537,0.117247,-0.125502,-0.368327,0.663873,0.546005,-1.778228,0.104516,-0.476248,1.068360,-0.851463,2.268079,0.880075,-2.096005,0.507325,0.232622
107494,0.446365,-1.271480,-0.574946,-1.276922,0.490463,0.191393,0.518203,0.832323,-0.479387,-0.113235,-0.260421,-0.468716,-0.103218,-0.677668,-0.605592,0.157696,0.146329,0.948730,0.395303,0.946280,-0.222940,-0.486949,1.256109,0.883107,-0.208964
107495,-0.926941,1.771279,2.630838,-0.347351,2.682344,-1.479246,-0.533371,0.390877,0.856386,-1.105517,-0.205850,1.442120,-1.709661,0.156992,-1.231913,-0.475620,1.936867,-0.854142,1.666429,0.110620,-0.635403,-0.280898,-0.704633,-0.623005,-0.788183
107496,-0.202164,-0.515060,0.483338,-1.311729,0.191923,-0.086803,-1.067403,0.205441,2.802970,0.005370,0.398246,1.052142,0.755893,0.303917,0.558750,0.264010,-0.672741,0.164151,0.810176,-0.897887,-0.893739,0.089716,-1.353882,2.661874,-1.077008
107497,-0.740239,0.639331,0.585404,-1.311380,-0.017126,-0.374784,-0.671310,-0.018487,0.243480,-0.711582,0.281032,-1.559656,-0.276394,0.608290,0.304295,-0.819434,2.888393,0.626233,1.671996,0.139087,-0.092459,0.202606,-0.986199,-0.994332,3.373349
107498,-0.856264,-1.029764,0.350066,3.136074,1.318201,-0.499441,1.542501,0.980208,1.268213,0.794140,0.935964,-1.755219,-0.793407,-0.315926,-0.741367,-1.906645,0.601019,-1.119728,-2.066767,0.239117,-0.516821,-0.113222,-0.403129,0.575285,-0.901416
107499,1.134041,0.678764,-0.462762,0.069483,-0.877311,0.928210,-0.280161,-0.857668,-0.184474,-0.306517,-0.641215,-3.471424,0.287891,-0.395623,-1.155508,-0.919305,-0.767788,0.017320,-0.602223,0.098996,-1.750274,0.996563,0.519527,-0.501695,0.657974
107500,-0.710649,0.954146,-0.744970,-0.423309,0.716938,-0.492293,-0.058259,0.673806,0.680071,1.898792,-2.276797,0.065948,-2.268444,0.797687,-0.011221,-1.418109,2.116042,1.195745,-1.727982,-0.174983,-1.474365,2.258725,1.034379,-0.785793,0.219583
107501,-0.544084,-0.791246,1.319633,1.025237,-0.374252,-0.318784,1.698402,-0.199566,-1.254488,-0.736182,1.729418,-2.750677,0.264939,0.126605,-0.998094,-1.052091,-0.912655,-0.496308,-0.543852,-0.600163,0.649530,0.086763,0.615018,-0.538277,-0.084695
107502,-0.506445,-0.831639,-0.436810,-0.649487,1.554572,-0.162378,0.115071,1.159934,-0.927719,1.726587,0.892739,-1.244913,-1.663659,-0.301814,0.370903,-1.150811,0.207657,-1.882210,1.000197,-0.388745,-0.634655,1.187715,-0.322292,-0.656852,-0.817715
107503,0.913316,-0.517318,1.136474,-0.082250,-1.132113,0.732812,0.160109,-0.799270,-0.727944,0.416038,0.285631,1.308995,0.188745,0.514963,-2.070436,0.496196,1.046824,0.695317,0.770079,-0.678347,-0.903555,0.275889,0.830217,-0.304050,1.031711
107504,-0.254344,-0.110136,-0.714569,1.164298,-0.459649,0.254742,-0.406790,-0.248084,0.645502,1.437946,0.031276,2.826741,-0.954044,0.534721,0.713689,1.736466,1.110884,-0.870018,-0.768992,0.217167,-0.721249,-0.323111,0.596770,0.480207,0.489346
107505,-0.107686,0.739266,0.152652,-0.386625,1.049253,-0.287882,0.064234,1.055298,0.960942,-1.594886,1.024182,-0.554519,0.505494,2.244794,1.859224,0.396731,0.453259,0.983154,1.173698,-0.110120,-0.015823,0.244567,-0.403472,-0.033921,-0.083189
107506,-0.856783,1.923904,0.829870,2.040878,0.955748,-1.050783,1.548040,0.781927,-0.161770,-0.827888,-1.178683,-1.209887,0.096076,-0.098837,0.768134,1.130405,1.355146,-1.233305,1.809921,-0.415214,0.362481,2.921267,-0.407534,-1.257008,0.893746
107507,-0.999090,0.459301,0.780348,0.422267,-0.255278,-0.791956,0.421858,-0.731540,-1.408378,1.955174,-0.653475,1.125874,2.417420,-0.006652,0.330269,-0.630123,1.281787,-0.720167,1.381592,-0.294488,-2.507574,-0.563301,1.507927,1.098608,0.565119
107508,-1.231125,0.476460,-1.079965,0.347426,0.329288,-1.428751,-0.340710,0.481979,-0.044695,-0.449395,-0.199196,0.543635,-0.204207,0.666985,0.704079,-0.225625,0.702523,-0.518333,1.719774,0.539522,-0.536073,0.186229,2.104890,0.960453,1.497819
107509,-0.281746,1.129567,1.537989,-1.246826,-1.771411,-1.198460,-1.793098,-0.969335,0.770275,-1.687363,1.600119,-1.045318,1.043496,2.086295,-2.273149,-1.052104,-1.475226,-0.126750,-0.030838,0.771820,1.641974,-0.822769,-0.325830,-0.474105,0.444361
107510,1.464116,-0.168656,0.091563,0.300529,-0.107416,0.219292,-0.494100,-0.163204,0.039042,-0.114297,-0.717674,-0.344335,0.413336,0.822681,0.095378,-0.970746,1.094432,-0.774255,-0.324268,-0.259722,0.256854,1.039666,0.211340,0.217394,-0.042360
107511,-0.537775,1.126474,1.069407,0.103617,-0.663330,-0.582961,0.229916,-1.009508,-0.302874,0.292150,-0.603620,-0.413356,-1.123238,0.754673,-1.226864,-0.816800,-1.516042,0.351065,0.068054,0.320458,-0.213071,1.912204,-0.769843,-0.907327,-0.854909
107512,-1.145135,0.553237,-0.185512,0.223312,-1.235579,-0.253551,-0.068687,-1.019104,-0.339973,-0.150673,0.677059,-0.191933,-0.052838,0.646974,-0.911040,0.061436,-0.403628,1.042059,1.366054,-1.019038,-0.302027,-0.131946,0.223063,-0.233556,0.697531
107513,-0.581339,-1.660480,-0.663329,1.512261,-1.631038,0.010173,-1.691413,-0.941724,1.098953,0.234261,-1.118343,0.943658,-0.070103,0.058121,-0.296440,-0.590121,0.798183,-1.061493,1.553167,1.074425,-0.196488,2.083845,-0.809400,0.869014,1.124046
107514,-0.673602,0.848143,0.109331,0.995978,-1.345030,-1.284879,-0.644810,-1.038573,-1.337358,0.669702,-2.005081,-0.905352,-1.761083,1.162886,-0.747479,1.628813,0.631873,2.391423,-1.826390,0.437851,0.451145,-0.385852,1.135021,-1.758717,-1.693610
107515,0.096571,1.729248,-1.375295,2.925208,0.178730,-0.522543,-4.192145,0.537723,-0.662607,0.638574,-0.151987,2.982042,0.247873,1.465130,-0.676668,-0.372332,0.076583,0.384813,0.496699,0.254293,-0.783390,-0.247046,-0.472381,-1.051967,-0.294684
107516,-0.213233,-0.101823,-0.715215,1.126867,0.929360,0.856098,-1.179161,0.948096,1.299381,0.903588,1.339741,-0.308589,0.813762,-1.118226,0.825347,-0.371651,0.010963,-0.260981,0.667001,0.886795,0.141125,-2.269885,2.745837,-0.888171,0.458034
107517,0.105456,0.044670,-0.617643,-1.001575,-0.755992,0.749144,0.471830,-0.896678,1.624567,0.588382,0.693840,-1.780964,1.491565,-0.914920,-0.129390,1.584314,-1.082799,0.402317,0.691709,-0.013446,-1.469814,-1.552834,-0.553751,1.252551,1.395290
107518,-0.023133,0.418853,-1.488134,-0.505794,-0.621215,-0.137349,0.739708,-0.712102,0.710577,0.331618,0.137304,0.827828,0.255514,-0.620183,-0.898379,2.080494,-0.572688,-0.893009,1.068891,-0.432395,0.337417,-1.412151,-1.033193,-1.224607,-2.731962
107519,-2.443838,-0.307566,0.371743,1.277785,0.751593,-1.966028,0.246037,1.155844,0.714797,-0.697118,-0.673900,1.837493,0.219768,0.583152,-2.768958,-1.666973,-1.445025,0.021834,1.047772,-0.014853,-0.337970,-0.567280,0.337202,-1.444188,-1.213103
107520,1.557946,1.775586,1.769855,-0.674355,-1.435212,1.470774,-1.478639,-0.541260,0.386411,1.966064,-0.734278,-0.298709,0.117853,-1.333223,0.814721,0.318036,0.060502,0.270802,0.113482,-0.440089,-1.748000,1.273155,1.450831,-0.086290,-1.344581
107521,0.032377,0.198916,1.855392,2.420902,0.784458,-0.426954,4.643176,0.713516,-0.397925,0.275571,0.761105,0.925640,-0.499580,-0.190378,-1.851876,0.778459,-0.236538,0.209203,1.729322,-1.235722,0.002701,-1.466573,0.252201,-2.018338,-0.370165
107522,0.253733,-0.019376,0.902547,-0.627483,-0.395299,-0.330062,-0.710031,-0.304200,1.593584,-1.121270,0.890558,0.629772,-0.821768,-0.259691,-0.499112,0.381340,-0.210010,-1.253192,-2.052341,-0.756353,0.478075,-0.447590,0.318954,-0.644732,1.143341
107523,-1.109452,0.435128,-0.462174,-0.969471,-1.213713,-0.839142,0.074734,-1.167343,-0.960340,-0.802660,0.195248,-1.495341,0.076516,-0.798983,-0.915722,1.246926,0.563140,0.966326,-0.544010,0.757555,-0.614854,0.459160,0.196303,-0.609663,-0.912702
107524,0.402970,-2.263930,-0.041508,0.747667,-0.851737,0.868991,-0.806527,-0.784407,-2.992364,0.005458,-0.213937,0.694259,0.206242,0.230685,-1.061365,1.447005,-0.721836,1.036763,3.238653,-0.417570,-0.139302,0.593865,-1.144367,-1.172760,-0.015143
107525,0.856700,1.915158,1.682405,-1.345342,1.539669,-0.130144,-1.822786,1.009473,-2.047938,1.650320,0.146037,0.542534,0.869786,1.204290,0.310501,-0.003354,-1.863270,1.176810,0.360321,-1.646652,1.686422,-1.002880,-0.153577,-0.902187,-0.377901
107526,-0.949520,-0.855733,-0.923349,0.337821,1.690460,-0.119036,-0.360177,1.043046,0.119913,0.444625,0.016683,-0.266111,-0.624562,0.251142,0.441447,1.984831,0.968943,-0.071535,0.133244,-0.135149,0.563895,0.163002,-0.286884,0.072935,0.048078
107527,-1.647179,-0.127093,-0.100023,0.009276,1.412605,-1.299614,0.635071,1.027867,1.197576,0.201857,0.948147,0.014074,0.453399,0.836160,0.181362,-0.960913,-0.248483,-0.779568,-1.836679,-1.553866,0.056722,0.100105,-3.132850,1.945431,0.391200
107528,1.741446,-0.110931,0.502723,-0.534827,1.541311,1.774783,-0.460431,1.084063,-0.407118,1.673478,-1.186512,-0.393750,0.861017,-0.710787,0.584276,-1.003861,1.629750,1.990064,-0.782118,-0.576513,-1.707961,0.372296,-0.845057,-0.351463,0.950480
107529,0.638908,-0.802629,-0.075859,0.521728,0.130100,0.556961,0.096297,0.049376,-0.698001,1.226392,2.601579,-2.109293,0.346830,-0.160747,0.214907,0.738364,0.430287,1.127626,0.272686,-1.029443,0.110105,0.696784,0.759824,-0.613331,-0.064547
107530,1.140939,0.430380,-0.429318,-1.805337,-1.137062,0.449795,0.493685,-1.107688,0.756070,0.025244,1.059705,0.629494,-0.108933,-0.910800,0.838386,0.375669,1.258816,0.889594,0.761456,-0.014228,-0.036881,-0.734140,-1.191370,0.079785,-1.231008
107531,-2.858635,0.044575,0.659896,1.722930,-0.284372,-2.491783,1.372794,0.024418,2.699214,0.651098,-0.153482,0.292482,0.349848,-0.605738,0.867727,1.062180,-1.576731,0.692115,0.013617,1.200196,0.165010,-2.469977,0.918213,-0.706413,-0.855045
107532,-1.483474,0.679149,-1.290437,-0.992706,-0.373357,-0.821686,0.874332,-0.451653,-2.507180,0.059108,0.298993,0.706671,0.280990,-0.217847,0.306633,-0.958938,0.255318,0.622186,0.867516,1.687015,1.297918,-0.629668,0.414530,0.566950,-0.803926
107533,0.726355,-0.480501,-0.315937,0.562379,0.160098,1.301311,-0.098671,-0.022877,0.931468,0.517931,-2.047760,-0.533788,-0.195861,0.494119,-0.378041,-0.372502,0.561541,-0.588388,-0.421056,-0.400448,1.474754,-0.673709,-0.675785,-1.060881,0.140437
107534,-0.535100,0.359384,0.146548,0.458823,-0.423774,-1.247761,-0.497332,-0.736261,0.837994,-0.276975,-0.507332,-1.361550,2.358921,1.389697,0.004310,0.228971,1.208173,0.844270,-0.076734,0.159435,0.389927,-0.373038,-0.458815,1.169339,0.859053
107535,0.082383,0.206047,-0.576588,0.373681,0.516413,0.214719,-0.451047,0.311966,-0.005493,0.015779,0.681960,-1.562403,-0.428122,-1.443777,0.523377,-0.700510,0.423442,0.160128,-1.088395,-0.136447,-1.175319,0.398485,-0.539409,0.655353,-1.663021
107536,-0.576403,-0.279961,0.740604,-0.440568,0.127002,-0.942842,-0.212774,0.027596,-2.206426,-0.864028,1.710251,1.015554,-0.603402,-0.408249,-0.269195,0.365357,0.164107,0.846382,1.148804,-0.065120,-0.321148,0.065394,0.714565,0.668306,1.682832
107537,0.424493,1.689934,-0.351142,-1.378729,1.717574,0.313695,0.712643,1.269325,0.552078,-0.602629,-0.473579,-1.796606,0.994499,-0.110536,-1.089161,-0.052158,-1.029492,1.010080,0.963465,0.619474,-1.170518,-0.315239,-0.787868,0.908346,-1.671672
107538,-0.727353,-1.808737,1.020987,-0.097869,-0.088604,-0.224472,-0.633409,-0.194044,0.882925,0.042567,-0.445898,1.898114,-0.062428,-0.864715,0.154606,1.384460,0.947192,1.150749,-0.170554,0.225877,-0.537181,-0.812546,1.483853,-0.540634,-0.181673
107539,0.274495,0.585896,0.353862,-0.513580,0.105656,-0.064212,-0.245751,0.252556,0.462436,-0.135724,0.826112,-0.780385,-0.517709,0.771385,-1.197056,0.140626,-0.914820,1.110142,1.113571,-0.235462,-0.330481,0.155768,-0.362836,0.043464,-3.370114
107540,-1.146170,0.296380,0.733361,-1.150179,-0.211680,-0.747199,-1.117304,-0.452279,0.019364,1.052908,0.391853,0.082398,-0.805075,-0.092781,0.615534,0.859513,-1.011619,-0.694372,2.070431,-0.982792,0.821110,0.185637,-1.433421,-0.306001,0.966615
107541,-0.147479,1.500354,1.105155,-0.215370,0.212137,0.623108,-0.289649,0.316287,0.122354,0.761895,-0.951392,-1.816870,-0.827377,0.701128,0.325873,0.120761,0.739432,-0.482356,-1.226792,0.386250,-1.050012,-0.406020,0.960067,-0.104462,1.136415
107542,0.622740,-2.972616,-0.308212,-0.656783,-0.300432,1.493503,0.421111,-0.487740,0.666817,0.365997,0.181499,-0.094893,0.424884,-1.069753,0.323665,1.093688,0.726825,-0.869785,0.761077,-0.114117,-0.682379,-0.012169,-0.604268,0.983741,0.352294
107543,-1.122640,0.665872,1.198676,0.434422,-1.017559,-0.676108,0.322986,-1.026967,-0.275830,1.904829,-1.168629,0.383562,-0.927452,-0.011157,-1.369274,-0.942779,-0.968545,0.873487,0.168860,-0.734607,-1.183983,1.090519,-0.791128,-0.196601,0.111143
107544,0.039566,1.244112,-0.968334,0.300620,-1.083561,-0.331756,-0.255652,-0.660405,-0.533698,0.969846,-1.089704,-0.489301,1.451193,0.128957,-1.836534,-1.820707,-0.758919,0.351737,-0.253200,-0.965641,0.688446,1.175058,-0.120935,0.318190,-0.598847
